source	target	weight
Aufruf zum metakulturellen Diskurs	Gute MOOCs - böse MOOCs? Openness als Killerkriterium!	0.00012790141378140834
brand eins - Christoph Meinel	Iceland could have been innovative: Participatory democracy.	0.012132571926893411
brand eins - Christoph Meinel	brand eins - Wolf Lotter	0.002153826844472385
brand eins - Christoph Meinel	Ecstasy and Despair: How Powerful Emotions Trigger Digital Activism	0.0002676493201683737
brand eins - Christoph Meinel	Building a web we can trust	0.00033071053826172025
brand eins - Christoph Meinel	brand eins - Gunter Dueck	0.022517943168957937
brand eins - Christoph Meinel	Iron Sky	0.0008918570129551742
brand eins - Christoph Meinel	Making-of R ha	0.00040522892478028955
brand eins - Christoph Meinel	Comic Misunderstanding A conversation with Graham Linehan IT Crowd 	0.009099317696909661
brand eins - Christoph Meinel	Überraschungsvortrag II	0.009845300871878486
brand eins - Christoph Meinel	Die maschinenlesbare Regierung - Eine kritische Analyse zur Gegenwart von Open Data und Open Goverment in Deutschland	0.00744023115998412
brand eins - Christoph Meinel	The story of Baladna FM: How a Syrian online radio station is broadcasting against the regime and has to deal with hacker attacks by the Syrian Electronic Army	0.0005314079256830175
brand eins - Christoph Meinel	Algorithmen-Ethik	0.004339738686502807
brand eins - Christoph Meinel	Finanzblogs: Intellektuelle Elite oder verständliches Massenmedium?	0.0019959958795150597
brand eins - Christoph Meinel	Die Geschichte des Computers	0.00032536144110212675
brand eins - Christoph Meinel	Mass Customization: Da geht noch mehr	0.012859881072809038
brand eins - Christoph Meinel	YouTube zwischen Wildwest und Goldgrube.	0.0025615402954310513
brand eins - Christoph Meinel	YouTube macht die Stars von heute	0.0023972923521862325
brand eins - Christoph Meinel	Immer dieses Internet!	0.0003425273936214275
brand eins - Christoph Meinel	Data Kitchen - How to get juicy data from spreadsheets	0.0001084820927681666
brand eins - Christoph Meinel	Radio Universal	0.0007758851816946567
brand eins - Christoph Meinel	Interactive Landscapes	0.0005254853827373104
brand eins - Christoph Meinel	Das Ende der Arbeit Wenn Maschinen uns ersetzen	0.0003796509450865287
brand eins - Christoph Meinel	You Can Turn Off the Public Internet But You Can t Turn Off the Internet Public	0.004563395487325087
brand eins - Christoph Meinel	decoding a book Was ist Buch?	0.000490995123640926
brand eins - Christoph Meinel	21st Century Skills - Keynote Panel	0.0007328285319919417
brand eins - Christoph Meinel	Take a ride on the Cyberpunk Express train	0.00039342555660090955
Iceland could have been innovative: Participatory democracy.	brand eins - Wolf Lotter	0.0626633097879362
Iceland could have been innovative: Participatory democracy.	Ecstasy and Despair: How Powerful Emotions Trigger Digital Activism	0.022262659209140445
Iceland could have been innovative: Participatory democracy.	Cybersexism	0.01354575737617511
Iceland could have been innovative: Participatory democracy.	brand eins - Juergen Erbeldinger	0.00399024116004229
Iceland could have been innovative: Participatory democracy.	Building a web we can trust	0.0014029842495368807
Iceland could have been innovative: Participatory democracy.	Iron Sky	0.0007965880528571626
Iceland could have been innovative: Participatory democracy.	Making-of R ha	0.0003026495526280226
Iceland could have been innovative: Participatory democracy.	Freedom of speech nipples and the rule of law	0.001070700086798094
Iceland could have been innovative: Participatory democracy.	Personal Data: Nothing to hide?	0.00019914701321429066
Iceland could have been innovative: Participatory democracy.	Political Advocacy and the Internet	0.004911728864051986
Iceland could have been innovative: Participatory democracy.	Silly jokes or game changers? A live international comparison of political memes.	0.0007169255348332781
Iceland could have been innovative: Participatory democracy.	The story of Baladna FM: How a Syrian online radio station is broadcasting against the regime and has to deal with hacker attacks by the Syrian Electronic Army	0.00012458310838758265
Iceland could have been innovative: Participatory democracy.	Hacker culture on the road: how to go from the computers and hackerspaces to the streets.	0.00017663295070321401
Iceland could have been innovative: Participatory democracy.	Blogging Cuba	0.0018463293501714887
Iceland could have been innovative: Participatory democracy.	Net Neutrality	0.0025168934985299006
Iceland could have been innovative: Participatory democracy.	Das kleine Digitale und das große Ganze. Internetaktivismus Netzbewegung und Politik	0.0008353572130766977
Iceland could have been innovative: Participatory democracy.	Debunking conspiracy theories	0.0002731775710116965
Iceland could have been innovative: Participatory democracy.	Crowdsourced Astronomy	0.00014708405637418236
Iceland could have been innovative: Participatory democracy.	The Bobs Six Winners	0.00046462494917609993
Iceland could have been innovative: Participatory democracy.	Die EU-Datenschutzreform als Balanceakt	0.0007013633968508708
brand eins - Wolf Lotter	Ecstasy and Despair: How Powerful Emotions Trigger Digital Activism	0.22016099288408852
brand eins - Wolf Lotter	Cybersexism	0.08547013885063477
brand eins - Wolf Lotter	brand eins - Juergen Erbeldinger	0.012216814210112503
brand eins - Wolf Lotter	Building a web we can trust	0.0038603259263778416
brand eins - Wolf Lotter	Speech at scale	0.004720729541617312
brand eins - Wolf Lotter	brand eins - Gunter Dueck	0.000811286994023114
brand eins - Wolf Lotter	Iron Sky	0.00020775100997868929
brand eins - Wolf Lotter	Open Data Culture - Creating the Cultural Commons	0.000797297629085529
brand eins - Wolf Lotter	The story of Baladna FM: How a Syrian online radio station is broadcasting against the regime and has to deal with hacker attacks by the Syrian Electronic Army	0.00028876506933537703
brand eins - Wolf Lotter	Blogging Cuba	0.0007566643801298354
brand eins - Wolf Lotter	Zivilkapitalismus. Wir sind die Wirtschaft.	0.0013598944408671227
brand eins - Wolf Lotter	Mediated Life after Virtualization. A Critical Look at the Scenarios Forecast by New Wearable Augmented Reality Visualization Technologies.	0.00025475247606745826
brand eins - Wolf Lotter	Zeit - Geld - Familie	0.00010197242189037309
brand eins - Wolf Lotter	Crowdsourced Astronomy	0.0016907180690741987
brand eins - Wolf Lotter	Life with extra Senses - How to become a Cyborg.	0.0024039118331443
brand eins - Wolf Lotter	The Bobs Six Winners	0.0001225921858621084
brand eins - Wolf Lotter	Du nennst es Programmieren ich nenne es Rock n Roll. Über weibliche Programmierer-Netzwerke.	0.0001640460896370932
brand eins - Wolf Lotter	Speculative Design	0.00012078989383142653
brand eins - Wolf Lotter	Die EU-Datenschutzreform als Balanceakt	0.0012492732171329609
brand eins - Wolf Lotter	It s not a fax machine connect to a waffle iron	0.001307914539391473
brand eins - Wolf Lotter	Ihr wollt also wissen was aufschrei gebracht hat?	0.006801944124380942
brand eins - Wolf Lotter	Interview with Ai Weiwei	0.00022193331439859814
Ecstasy and Despair: How Powerful Emotions Trigger Digital Activism	Cybersexism	0.3915060937619535
Ecstasy and Despair: How Powerful Emotions Trigger Digital Activism	brand eins - Juergen Erbeldinger	0.02124829007210121
Ecstasy and Despair: How Powerful Emotions Trigger Digital Activism	Building a web we can trust	0.0035080015461505546
Ecstasy and Despair: How Powerful Emotions Trigger Digital Activism	Speech at scale	0.005848333592074459
Ecstasy and Despair: How Powerful Emotions Trigger Digital Activism	brand eins - Gunter Dueck	0.00030913373483272723
Ecstasy and Despair: How Powerful Emotions Trigger Digital Activism	Personal Data: Nothing to hide?	0.00011472154619883855
Ecstasy and Despair: How Powerful Emotions Trigger Digital Activism	Das heilige Abendmahl	0.0004972108529609857
Ecstasy and Despair: How Powerful Emotions Trigger Digital Activism	403 Forbidden: A Hands on Experience of the Iranian Internet	0.0010611602327299152
Ecstasy and Despair: How Powerful Emotions Trigger Digital Activism	Personal Revolutions Along the Nile	0.00022962835418228705
Ecstasy and Despair: How Powerful Emotions Trigger Digital Activism	Boom vs. Culture Clash Understanding online in South East Asia	0.00013822880565646716
Ecstasy and Despair: How Powerful Emotions Trigger Digital Activism	Blogging Cuba	0.0007623792821964739
Ecstasy and Despair: How Powerful Emotions Trigger Digital Activism	Zeit - Geld - Familie	0.000329511743873485
Ecstasy and Despair: How Powerful Emotions Trigger Digital Activism	Crowdsourced Astronomy	0.0012257312266435374
Ecstasy and Despair: How Powerful Emotions Trigger Digital Activism	Life with extra Senses - How to become a Cyborg.	0.0005524720336334852
Ecstasy and Despair: How Powerful Emotions Trigger Digital Activism	Robot Ethics	0.00015593944776331185
Ecstasy and Despair: How Powerful Emotions Trigger Digital Activism	The Bobs Six Winners	0.00010289459704818045
Ecstasy and Despair: How Powerful Emotions Trigger Digital Activism	Ohne Jauch geht s auch. Thema: Von Human Resources zu Human Relations - wie sieht die Arbeit der Zukunft aus?	0.0012502728800287282
Ecstasy and Despair: How Powerful Emotions Trigger Digital Activism	Speculative Design	0.0005777152869310645
Ecstasy and Despair: How Powerful Emotions Trigger Digital Activism	Die EU-Datenschutzreform als Balanceakt	0.0010104026794666662
Ecstasy and Despair: How Powerful Emotions Trigger Digital Activism	It s not a fax machine connect to a waffle iron	0.00024521501341332076
Ecstasy and Despair: How Powerful Emotions Trigger Digital Activism	Ihr wollt also wissen was aufschrei gebracht hat?	0.008823903265317878
Cybersexism	brand eins - Juergen Erbeldinger	0.09104468400731518
Cybersexism	Building a web we can trust	0.007475232791754151
Cybersexism	Speech at scale	0.006020417873368756
Cybersexism	brand eins - Gunter Dueck	0.0010176062404761812
Cybersexism	Iron Sky	0.0004006878738390174
Cybersexism	Making-of R ha	0.0005851397859701718
Cybersexism	Das heilige Abendmahl	0.00038851768643765954
Cybersexism	403 Forbidden: A Hands on Experience of the Iranian Internet	0.00039255356165126713
Cybersexism	Personal Revolutions Along the Nile	0.000920990862446345
Cybersexism	Boom vs. Culture Clash Understanding online in South East Asia	0.0005803614519681431
Cybersexism	Online nutzen offline Nutzen. Was wir von US-Kampagnen lernen können	0.00012214036161922723
Cybersexism	Blogging Cuba	0.00014884209367153418
Cybersexism	Digital Labor: New Opportunities Old Inequalities	0.00012676688155027654
Cybersexism	Das kleine Digitale und das große Ganze. Internetaktivismus Netzbewegung und Politik	0.0003142368791301927
Cybersexism	Debunking conspiracy theories	0.00014624694793526622
Cybersexism	Crowdsourced Astronomy	0.0027954774668572505
Cybersexism	Life with extra Senses - How to become a Cyborg.	0.0008217012393908177
Cybersexism	Robot Ethics	0.0002745294183665245
Cybersexism	Cat Memes	0.00012426768605810514
Cybersexism	Ohne Jauch geht s auch. Thema: Von Human Resources zu Human Relations - wie sieht die Arbeit der Zukunft aus?	0.0033138797625456872
Cybersexism	Speculative Design	0.00038419468112426975
Cybersexism	Die EU-Datenschutzreform als Balanceakt	0.0010994716062129434
Cybersexism	Ihr wollt also wissen was aufschrei gebracht hat?	0.01669684792595849
Cybersexism	 Und warum sind da jetzt Brüste? - Warum auch die Gamerszene mehr als einen Aufschrei verdient hat	0.0003602538748359306
Cybersexism	1 Million Petitionen Protestieren wir richtig im Netz?	0.0002783952465195339
brand eins - Juergen Erbeldinger	Building a web we can trust	0.20453425566378552
brand eins - Juergen Erbeldinger	Speech at scale	0.08069435265964538
brand eins - Juergen Erbeldinger	brand eins - Gunter Dueck	0.0011580521065942008
brand eins - Juergen Erbeldinger	Iron Sky	0.0016555051118212116
brand eins - Juergen Erbeldinger	Making-of R ha	0.0010944766160217376
brand eins - Juergen Erbeldinger	openPlanB - Stufe 2	0.0007053630849601494
brand eins - Juergen Erbeldinger	Opening Public Transport in Berlin	0.0001649729587778801
brand eins - Juergen Erbeldinger	Freedom of speech nipples and the rule of law	0.0008673503472654119
brand eins - Juergen Erbeldinger	Personal Data: Nothing to hide?	0.0016129562661804802
brand eins - Juergen Erbeldinger	Das Buch muss überwunden werden - Digitales Utopia oder eher El Dorado?	0.00014884209367153418
brand eins - Juergen Erbeldinger	The Revolution of Jokes	0.00041400412605955433
brand eins - Juergen Erbeldinger	Innovationsbeschleuniger gesucht! Wie wär s mit Barrierefreiheit?	0.00015149873255917306
brand eins - Juergen Erbeldinger	Praktische Anleitung für den fürsorglichen Überwachungsstaat	0.0006439281098565458
brand eins - Juergen Erbeldinger	Data Kitchen - How to get juicy data from spreadsheets	0.0001263427350251233
brand eins - Juergen Erbeldinger	Das kleine Digitale und das große Ganze. Internetaktivismus Netzbewegung und Politik	0.0005753012272595321
brand eins - Juergen Erbeldinger	Crowdsourced Astronomy	0.002457975019034497
brand eins - Juergen Erbeldinger	Robot Ethics	0.00023369312873379843
brand eins - Juergen Erbeldinger	Cat Memes	0.0007043620967915844
brand eins - Juergen Erbeldinger	Die EU-Datenschutzreform als Balanceakt	0.0008792349001262332
brand eins - Juergen Erbeldinger	Telefonica Mobilfunk Inside Out	0.0001145869754817393
brand eins - Juergen Erbeldinger	1 Million Petitionen Protestieren wir richtig im Netz?	0.00024105080638323108
Building a web we can trust	Speech at scale	0.11609621604442302
Building a web we can trust	brand eins - Gunter Dueck	0.006706405134397693
Building a web we can trust	Iron Sky	0.003370551092704411
Building a web we can trust	Making-of R ha	0.0036672008663765593
Building a web we can trust	Comic Misunderstanding A conversation with Graham Linehan IT Crowd 	0.0012163990480053015
Building a web we can trust	Überraschungsvortrag II	0.00022371552743583853
Building a web we can trust	Die maschinenlesbare Regierung - Eine kritische Analyse zur Gegenwart von Open Data und Open Goverment in Deutschland	0.00017442675155559015
Building a web we can trust	Open Data und was hat das mit mir zu tun?	0.0002902619513861866
Building a web we can trust	openPlanB - Stufe 2	0.00012514484636336174
Building a web we can trust	Opening Public Transport in Berlin	0.0010613649417205615
Building a web we can trust	Open Data Culture - Creating the Cultural Commons	0.0005972865034566309
Building a web we can trust	Freedom of speech nipples and the rule of law	0.0011794269478270058
Building a web we can trust	Personal Data: Nothing to hide?	0.001365693805012363
Building a web we can trust	Silly jokes or game changers? A live international comparison of political memes.	0.0001849121692551299
Building a web we can trust	The Revolution of Jokes	0.0006121205558140639
Building a web we can trust	Praktische Anleitung für den fürsorglichen Überwachungsstaat	0.0008986255883368829
Building a web we can trust	Surveillance by Design	0.0015435604810370913
Building a web we can trust	Hacker culture on the road: how to go from the computers and hackerspaces to the streets.	0.00034971707258348706
Building a web we can trust	Zivilkapitalismus. Wir sind die Wirtschaft.	0.0017753375145661034
Building a web we can trust	Immer dieses Internet!	0.001595715279035248
Building a web we can trust	Internet Geographies: Data Shadows and Digital Divisions of Labour	0.00031512864705125234
Building a web we can trust	Digital Labor: New Opportunities Old Inequalities	0.0001524670824917186
Building a web we can trust	Net Neutrality	0.0001329968779132414
Building a web we can trust	How radical are Open Access and the Digital Humanities?	0.0008188217103492238
Building a web we can trust	Das kleine Digitale und das große Ganze. Internetaktivismus Netzbewegung und Politik	0.00034596678255202455
Building a web we can trust	Crowdsourced Astronomy	0.0033588870336476624
Building a web we can trust	You Can Turn Off the Public Internet But You Can t Turn Off the Internet Public	0.0014955510746503923
Building a web we can trust	Life with extra Senses - How to become a Cyborg.	0.0006382798194064208
Building a web we can trust	Robot Ethics	0.002964750252248128
Building a web we can trust	Take a ride on the Cyberpunk Express train	0.00040472309998978436
Building a web we can trust	Speculative Design	0.00017977862265675551
Building a web we can trust	Die EU-Datenschutzreform als Balanceakt	0.004245459766882246
Building a web we can trust	It s not a fax machine connect to a waffle iron	0.003530368004861399
Building a web we can trust	1 Million Petitionen Protestieren wir richtig im Netz?	0.0003227032474251725
Speech at scale	brand eins - Gunter Dueck	0.031422574002723885
Speech at scale	Iron Sky	0.005006425543221909
Speech at scale	Making-of R ha	0.00293012348758572
Speech at scale	Open Data Culture - Creating the Cultural Commons	0.0007103786872154176
Speech at scale	Freedom of speech nipples and the rule of law	0.0011719934334777906
Speech at scale	Personal Data: Nothing to hide?	0.002624737434193492
Speech at scale	Silly jokes or game changers? A live international comparison of political memes.	0.0014206925594597523
Speech at scale	The Revolution of Jokes	0.0005016343840413137
Speech at scale	The story of Baladna FM: How a Syrian online radio station is broadcasting against the regime and has to deal with hacker attacks by the Syrian Electronic Army	0.0001032135509705306
Speech at scale	Personal Revolutions Along the Nile	0.0003969232106441091
Speech at scale	Boom vs. Culture Clash Understanding online in South East Asia	0.0002086123410479664
Speech at scale	Praktische Anleitung für den fürsorglichen Überwachungsstaat	0.0037268043218782777
Speech at scale	Surveillance by Design	0.0021273703421817777
Speech at scale	Internet Geographies: Data Shadows and Digital Divisions of Labour	0.0002454610773318291
Speech at scale	Crowdsourced Astronomy	0.0003242289621800585
Speech at scale	Robot Ethics	0.00020929359789952299
Speech at scale	Speculative Design	0.00040327061334371876
Speech at scale	Die EU-Datenschutzreform als Balanceakt	0.0026683785933656534
Speech at scale	Gute MOOCs - böse MOOCs? Openness als Killerkriterium!	0.0001861961290790386
brand eins - Gunter Dueck	Iron Sky	0.2271578742766022
brand eins - Gunter Dueck	Making-of R ha	0.02844089026117034
brand eins - Gunter Dueck	Comic Misunderstanding A conversation with Graham Linehan IT Crowd 	0.02802278342616791
brand eins - Gunter Dueck	Überraschungsvortrag II	0.007216724339568592
brand eins - Gunter Dueck	Freedom of speech nipples and the rule of law	0.00013093955848025453
brand eins - Gunter Dueck	Bis dass der Tod uns scheidet - Soziale Medien und der Umgang mit dem Sterben	0.0010209164239467746
brand eins - Gunter Dueck	Praktische Anleitung für den fürsorglichen Überwachungsstaat	0.0011181990361092973
brand eins - Gunter Dueck	Die Geschichte des Computers	0.0013329174247288626
brand eins - Gunter Dueck	Mass Customization: Da geht noch mehr	0.00019631944868669438
brand eins - Gunter Dueck	YouTube zwischen Wildwest und Goldgrube.	0.0008860490209631962
brand eins - Gunter Dueck	YouTube macht die Stars von heute	0.00428897108387116
brand eins - Gunter Dueck	Data Kitchen - How to get juicy data from spreadsheets	0.001690847262194604
brand eins - Gunter Dueck	Radio Universal	0.0004579443970809013
brand eins - Gunter Dueck	Music Recommendation - From Peel To Peer: Curatorial Models	0.00026396118222280114
brand eins - Gunter Dueck	Herm und Nilz präsentieren: Das Internet Der Preis	0.0006184332447573149
brand eins - Gunter Dueck	Das vernetzte Auto wie verändert sich unsere Mobilität? Ein Gespräch mit Dieter Zetsche.	0.00014108780407534282
brand eins - Gunter Dueck	Robot Ethics	0.0033996164944469264
brand eins - Gunter Dueck	haters gonna hate - Lovepicking und die Folgen	0.0003215754081918544
brand eins - Gunter Dueck	21st Century Skills - Keynote Panel	0.00021635206498298666
brand eins - Gunter Dueck	Take a ride on the Cyberpunk Express train	0.006064868677971106
brand eins - Gunter Dueck	Die EU-Datenschutzreform als Balanceakt	0.0003468439428572815
brand eins - Gunter Dueck	Von außen nach innen: Der soziale Kontext von Crowdsourcing	0.0001061387143124812
brand eins - Gunter Dueck	Gute MOOCs - böse MOOCs? Openness als Killerkriterium!	0.0001595699548516052
Iron Sky	Making-of R ha	0.05017399449811092
Iron Sky	Comic Misunderstanding A conversation with Graham Linehan IT Crowd 	0.027268445909176146
Iron Sky	Die Geschichte des Computers	0.00026580205277185355
Iron Sky	YouTube zwischen Wildwest und Goldgrube.	0.0002369222607906058
Iron Sky	YouTube macht die Stars von heute	0.00040630485132592096
Iron Sky	Radio Universal	0.0002096573889842167
Iron Sky	Color Concert Waiting for Earthquakes	0.00010149706356668467
Iron Sky	Hell Yeah it s Rocket Science! - pushing private space exploration with 30 Million US Dollars	0.0007224041804936917
Iron Sky	Music Recommendation - From Peel To Peer: Curatorial Models	0.00013723322963547102
Iron Sky	Weder süß noch salzig: Wie mir die Piratenpartei meine Freizeit nahm	0.0003616267809482593
Iron Sky	Herm und Nilz präsentieren: Das Internet Der Preis	0.0006174179155082586
Iron Sky	You Can Turn Off the Public Internet But You Can t Turn Off the Internet Public	0.00031179103265488553
Iron Sky	Life with extra Senses - How to become a Cyborg.	0.00011624090852880847
Iron Sky	Robot Ethics	0.0006946397104578157
Iron Sky	The Bobs Six Winners	0.0001549992296456912
Iron Sky	Cat Memes	0.00021589016916043172
Iron Sky	Take a ride on the Cyberpunk Express train	0.0037477405743207353
Iron Sky	Speculative Design	0.0002191338051804205
Iron Sky	Die EU-Datenschutzreform als Balanceakt	0.0008544442139153196
Iron Sky	Online universities - food for thought or an intellectual malnutrition epidemic?	0.00012346342316045007
Iron Sky	Autonomous web apps with Sockethub	0.0002808646048643728
Making-of R ha	Comic Misunderstanding A conversation with Graham Linehan IT Crowd 	0.15161070635336252
Making-of R ha	Überraschungsvortrag II	0.004710804566235788
Making-of R ha	Die Geschichte des Computers	0.0007499381246325322
Making-of R ha	YouTube macht die Stars von heute	0.0006128981479051665
Making-of R ha	Radio Universal	0.0008169347662101347
Making-of R ha	Color Concert Waiting for Earthquakes	0.0002327814372982304
Making-of R ha	Hell Yeah it s Rocket Science! - pushing private space exploration with 30 Million US Dollars	0.0004531830818520738
Making-of R ha	Herm und Nilz präsentieren: Das Internet Der Preis	0.0011978416750412237
Making-of R ha	Crowdsourced Astronomy	0.0013945237079999524
Making-of R ha	Life with extra Senses - How to become a Cyborg.	0.00573832854615338
Making-of R ha	Robot Ethics	0.001223752024267995
Making-of R ha	The Bobs Six Winners	0.0021038145658937597
Making-of R ha	Cat Memes	0.0007051127712841802
Making-of R ha	21st Century Skills - Keynote Panel	0.00019777488696453888
Making-of R ha	Take a ride on the Cyberpunk Express train	0.0017147028043304872
Making-of R ha	Die EU-Datenschutzreform als Balanceakt	0.0005963654166513442
Making-of R ha	It s not a fax machine connect to a waffle iron	0.0009853917166285987
Making-of R ha	Ihr wollt also wissen was aufschrei gebracht hat?	0.002193965315045467
Making-of R ha	Interview with Ai Weiwei	0.002434354975653538
Comic Misunderstanding A conversation with Graham Linehan IT Crowd 	Überraschungsvortrag II	0.1956760585092618
Comic Misunderstanding A conversation with Graham Linehan IT Crowd 	Wikipedia: wo User geblockt Artikel gelöscht und Reputationen zerstört werden	0.00023968687609429772
